datetime,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
2013-03-04 12:00:00,2013,3,4,12,12.0,17.0,11.0,25.0,500.0,81.0,13.9,1020.6,-16.2,0.0,N,3.3,Nongzhanguan
2013-03-04 13:00:00,2013,3,4,13,3.0,13.0,4.0,19.0,400.0,88.0,14.8,1019.5,-15.5,0.0,N,1.4,Nongzhanguan
2013-03-04 14:00:00,2013,3,4,14,3.0,6.0,4.0,21.0,400.0,89.0,15.3,1018.6,-15.1,0.0,E,1.3,Nongzhanguan
2013-03-04 15:00:00,2013,3,4,15,10.0,11.0,4.0,22.0,400.0,92.0,15.6,1018.1,-14.8,0.0,SSW,2.0,Nongzhanguan
2013-03-04 16:00:00,2013,3,4,16,5.0,13.0,7.0,43.0,600.0,77.0,14.7,1017.5,-15.5,0.0,SW,2.9,Nongzhanguan
2013-03-04 17:00:00,2013,3,4,17,19.0,24.0,8.0,44.0,600.0,86.0,13.2,1017.8,-15.7,0.0,SW,3.0,Nongzhanguan
2013-03-04 18:00:00,2013,3,4,18,21.0,29.0,6.0,54.0,600.0,82.0,12.6,1018.3,-13.4,0.0,SW,2.9,Nongzhanguan
2013-03-04 19:00:00,2013,3,4,19,24.0,38.0,11.0,71.0,700.0,59.0,12.0,1018.5,-13.1,0.0,WSW,2.7,Nongzhanguan
2013-03-04 20:00:00,2013,3,4,20,32.0,61.0,14.0,84.0,900.0,43.0,10.9,1018.8,-11.9,0.0,SE,1.4,Nongzhanguan
2013-03-04 21:00:00,2013,3,4,21,40.0,66.0,19.0,85.0,900.0,44.0,10.2,1018.8,-11.8,0.0,SW,2.0,Nongzhanguan
2013-03-04 22:00:00,2013,3,4,22,50.0,73.0,23.0,84.0,900.0,45.0,10.0,1018.5,-12.0,0.0,SW,3.0,Nongzhanguan
2013-03-04 23:00:00,2013,3,4,23,54.0,76.0,45.0,98.0,1100.0,92.0,9.4,1017.5,-11.3,0.0,SSW,2.7,Nongzhanguan
2013-03-05 00:00:00,2013,3,5,0,69.0,87.0,54.0,66.0,1100.0,92.0,8.8,1017.0,-10.7,0.0,SSW,2.1,Nongzhanguan
2013-03-05 01:00:00,2013,3,5,1,74.0,94.0,75.0,61.0,1100.0,92.0,7.8,1016.5,-10.6,0.0,SSE,1.3,Nongzhanguan
2013-03-05 02:00:00,2013,3,5,2,87.0,112.0,74.0,63.0,1100.0,92.0,4.7,1016.1,-10.6,0.0,S,0.0,Nongzhanguan
2013-03-05 03:00:00,2013,3,5,3,93.0,106.0,80.0,71.0,1300.0,92.0,4.5,1015.7,-9.3,0.0,N,0.0,Nongzhanguan
2013-03-05 04:00:00,2013,3,5,4,99.0,110.0,88.0,82.0,1500.0,92.0,1.3,1015.7,-8.8,0.0,ESE,1.2,Nongzhanguan
2013-03-05 05:00:00,2013,3,5,5,116.0,127.0,83.0,85.0,1700.0,92.0,0.4,1015.7,-9.6,0.0,ENE,0.8,Nongzhanguan
2013-03-05 06:00:00,2013,3,5,6,121.0,128.0,67.0,103.0,2500.0,92.0,-0.2,1015.5,-8.4,0.0,ENE,1.0,Nongzhanguan
2013-03-05 07:00:00,2013,3,5,7,116.0,131.0,61.0,103.0,3500.0,92.0,2.1,1015.4,-8.6,0.0,E,0.9,Nongzhanguan
2013-03-05 08:00:00,2013,3,5,8,125.0,146.0,69.0,103.0,3799.0,92.0,5.0,1015.1,-8.9,0.0,E,1.0,Nongzhanguan
2013-03-05 09:00:00,2013,3,5,9,140.0,167.0,86.0,118.0,4299.0,92.0,6.7,1014.5,-8.9,0.0,E,1.3,Nongzhanguan
2013-03-05 10:00:00,2013,3,5,10,152.0,194.0,103.0,140.0,3799.0,92.0,9.1,1013.8,-8.5,0.0,E,0.9,Nongzhanguan
2013-03-05 11:00:00,2013,3,5,11,128.0,197.0,105.0,152.0,3700.0,92.0,10.9,1012.8,-8.4,0.0,ESE,1.3,Nongzhanguan
2013-03-05 12:00:00,2013,3,5,12,3.0,215.0,98.0,155.0,2799.0,21.0,12.3,1011.4,-8.8,0.0,E,0.0,Nongzhanguan
2013-03-05 13:00:00,2013,3,5,13,3.0,192.0,86.0,162.0,2600.0,92.0,13.0,1010.1,-8.3,0.0,ENE,1.5,Nongzhanguan
2013-03-05 14:00:00,2013,3,5,14,3.0,175.0,86.0,196.0,3000.0,92.0,13.3,1009.5,-8.0,0.0,ENE,1.6,Nongzhanguan
2013-03-05 15:00:00,2013,3,5,15,163.0,192.0,85.0,211.0,3000.0,86.0,13.8,1009.1,-7.6,0.0,E,1.9,Nongzhanguan
2013-03-05 16:00:00,2013,3,5,16,192.0,206.0,95.0,195.0,2700.0,86.0,13.2,1009.0,-7.5,0.0,ENE,1.8,Nongzhanguan
2013-03-05 17:00:00,2013,3,5,17,203.0,230.0,93.0,163.0,2100.0,82.0,11.6,1009.4,-7.3,0.0,NNE,0.7,Nongzhanguan
2013-03-05 18:00:00,2013,3,5,18,195.0,216.0,92.0,156.0,2000.0,59.0,9.4,1009.8,-5.7,0.0,ESE,0.7,Nongzhanguan
2013-03-05 19:00:00,2013,3,5,19,185.0,204.0,97.0,175.0,2200.0,48.0,6.7,1010.4,-5.0,0.0,ESE,0.1,Nongzhanguan
2013-03-05 20:00:00,2013,3,5,20,203.0,218.0,102.0,184.0,2700.0,48.0,5.2,1010.7,-4.7,0.0,N,0.0,Nongzhanguan
2013-03-05 21:00:00,2013,3,5,21,217.0,226.0,117.0,183.0,2799.0,48.0,4.3,1010.5,-2.6,0.0,ENE,1.0,Nongzhanguan
2013-03-05 22:00:00,2013,3,5,22,235.0,238.0,123.0,185.0,3299.0,48.0,4.3,1010.7,-4.2,0.0,E,0.8,Nongzhanguan
2013-03-05 23:00:00,2013,3,5,23,242.0,243.0,122.0,181.0,3299.0,48.0,4.9,1010.5,-5.8,0.0,E,0.0,Nongzhanguan
2013-03-06 00:00:00,2013,3,6,0,229.0,232.0,124.0,182.0,3299.0,48.0,5.6,1010.4,-7.0,0.0,NE,0.8,Nongzhanguan
2013-03-06 01:00:00,2013,3,6,1,202.0,236.0,117.0,169.0,2899.0,44.0,3.5,1010.2,-6.0,0.0,NNE,0.5,Nongzhanguan
2013-03-06 02:00:00,2013,3,6,2,184.0,214.0,,158.0,2399.0,35.0,6.3,1009.9,-7.0,0.0,NE,1.0,Nongzhanguan
2013-03-06 03:00:00,2013,3,6,3,169.0,190.0,107.0,155.0,,35.0,6.3,1009.6,-7.0,0.0,NE,0.7,Nongzhanguan
2013-03-06 04:00:00,2013,3,6,4,153.0,175.0,87.0,,1899.0,35.0,5.1,1009.5,-6.5,0.0,NE,1.0,Nongzhanguan
2013-03-06 05:00:00,2013,3,6,5,145.0,160.0,93.0,139.0,2200.0,35.0,4.6,1009.8,-6.3,0.0,NE,0.7,Nongzhanguan
2013-03-06 06:00:00,2013,3,6,6,148.0,162.0,97.0,138.0,2500.0,35.0,4.1,1010.3,-6.2,0.0,N,0.8,Nongzhanguan
2013-03-06 07:00:00,2013,3,6,7,156.0,178.0,108.0,131.0,2399.0,35.0,5.3,1011.0,-6.0,0.0,NE,0.9,Nongzhanguan
2013-03-06 08:00:00,2013,3,6,8,152.0,179.0,88.0,119.0,2399.0,35.0,6.9,1010.8,-6.5,0.0,NNW,1.3,Nongzhanguan
2013-03-06 09:00:00,2013,3,6,9,176.0,177.0,88.0,116.0,2500.0,35.0,8.4,1010.8,-6.6,0.0,N,0.8,Nongzhanguan
2013-03-06 10:00:00,2013,3,6,10,138.0,170.0,96.0,114.0,2200.0,35.0,8.8,1010.4,-6.2,0.0,NE,1.1,Nongzhanguan
2013-03-06 11:00:00,2013,3,6,11,167.0,171.0,97.0,112.0,2100.0,35.0,9.5,1009.5,-6.0,0.0,ENE,1.0,Nongzhanguan
2013-03-06 12:00:00,2013,3,6,12,172.0,176.0,109.0,122.0,2299.0,35.0,10.4,1008.5,-5.6,0.0,ENE,0.2,Nongzhanguan
2013-03-06 13:00:00,2013,3,6,13,189.0,201.0,116.0,131.0,2500.0,35.0,11.5,1007.6,-5.1,0.0,SSE,0.8,Nongzhanguan
2013-03-06 14:00:00,2013,3,6,14,204.0,223.0,118.0,138.0,2700.0,35.0,13.2,1006.9,-4.5,0.0,SSW,1.0,Nongzhanguan
2013-03-06 15:00:00,2013,3,6,15,227.0,245.0,119.0,153.0,2899.0,35.0,14.7,1007.0,-4.6,0.0,SW,1.3,Nongzhanguan
2013-03-06 16:00:00,2013,3,6,16,237.0,257.0,133.0,166.0,3100.0,35.0,14.6,1007.2,-4.7,0.0,SSW,0.0,Nongzhanguan
2013-03-06 17:00:00,2013,3,6,17,232.0,247.0,134.0,176.0,3200.0,30.0,11.8,1007.9,-4.4,0.0,W,0.6,Nongzhanguan
2013-03-06 18:00:00,2013,3,6,18,232.0,249.0,146.0,179.0,3399.0,14.0,8.5,1008.5,-4.0,0.0,WNW,0.0,Nongzhanguan
2013-03-06 19:00:00,2013,3,6,19,235.0,258.0,142.0,177.0,3500.0,14.0,8.5,1009.3,-4.4,0.0,WSW,0.4,Nongzhanguan
2013-03-06 20:00:00,2013,3,6,20,235.0,262.0,140.0,173.0,3500.0,14.0,5.8,1009.9,-3.6,0.0,WSW,0.2,Nongzhanguan
2013-03-06 21:00:00,2013,3,6,21,238.0,260.0,139.0,165.0,3700.0,14.0,5.3,1009.4,-4.0,0.0,WSW,0.7,Nongzhanguan
2013-03-06 22:00:00,2013,3,6,22,234.0,257.0,140.0,158.0,3700.0,14.0,8.3,1009.3,-3.6,0.0,SE,1.8,Nongzhanguan
2013-03-06 23:00:00,2013,3,6,23,234.0,251.0,130.0,156.0,4099.0,14.0,5.0,1009.4,-3.3,0.0,NNE,1.0,Nongzhanguan
2013-03-07 00:00:00,2013,3,7,0,231.0,249.0,121.0,151.0,3899.0,14.0,2.9,1009.2,-3.2,0.0,E,0.6,Nongzhanguan
2013-03-07 01:00:00,2013,3,7,1,226.0,236.0,126.0,146.0,3600.0,14.0,2.2,1009.0,-3.3,0.0,WSW,1.6,Nongzhanguan
2013-03-07 02:00:00,2013,3,7,2,228.0,241.0,122.0,140.0,3500.0,14.0,3.3,1008.9,-3.3,0.0,ENE,1.6,Nongzhanguan
2013-03-07 03:00:00,2013,3,7,3,230.0,250.0,104.0,136.0,3600.0,14.0,1.2,1008.3,-3.9,0.0,SSE,0.4,Nongzhanguan
2013-03-07 04:00:00,2013,3,7,4,227.0,245.0,74.0,153.0,6500.0,14.0,0.9,1008.5,-2.5,0.0,NE,1.4,Nongzhanguan
2013-03-07 05:00:00,2013,3,7,5,291.0,321.0,69.0,159.0,7200.0,14.0,0.5,1008.6,-3.4,0.0,E,0.9,Nongzhanguan
2013-03-07 06:00:00,2013,3,7,6,314.0,337.0,88.0,165.0,6500.0,14.0,-0.4,1008.4,-3.3,0.0,E,0.1,Nongzhanguan
2013-03-07 07:00:00,2013,3,7,7,318.0,331.0,87.0,157.0,5500.0,14.0,2.6,1008.7,-1.8,0.0,N,0.0,Nongzhanguan
2013-03-07 08:00:00,2013,3,7,8,300.0,301.0,111.0,150.0,5000.0,14.0,8.9,1008.7,-2.1,0.0,ESE,0.9,Nongzhanguan
2013-03-07 09:00:00,2013,3,7,9,281.0,287.0,160.0,149.0,4099.0,14.0,9.4,1007.9,-2.6,0.0,E,1.1,Nongzhanguan
2013-03-07 10:00:00,2013,3,7,10,253.0,256.0,153.0,180.0,4500.0,14.0,10.5,1007.2,-2.6,0.0,E,1.0,Nongzhanguan
2013-03-07 11:00:00,2013,3,7,11,258.0,273.0,130.0,216.0,4700.0,14.0,14.7,1005.5,-2.3,0.0,ESE,3.2,Nongzhanguan
2013-03-07 12:00:00,2013,3,7,12,299.0,341.0,142.0,273.0,5599.0,14.0,16.0,1003.2,-2.5,0.0,SSE,2.7,Nongzhanguan
2013-03-07 13:00:00,2013,3,7,13,363.0,396.0,136.0,210.0,3899.0,32.0,17.9,1001.8,-3.0,0.0,SSW,2.5,Nongzhanguan
2013-03-07 14:00:00,2013,3,7,14,332.0,336.0,100.0,148.0,3299.0,78.0,18.1,1000.5,-3.4,0.0,SW,1.8,Nongzhanguan
2013-03-07 15:00:00,2013,3,7,15,317.0,319.0,75.0,106.0,2600.0,102.0,19.5,999.3,-4.8,0.0,SW,3.0,Nongzhanguan
2013-03-07 16:00:00,2013,3,7,16,214.0,261.0,58.0,94.0,2000.0,102.0,19.1,998.9,-3.8,0.0,SSE,0.9,Nongzhanguan
2013-03-07 17:00:00,2013,3,7,17,150.0,194.0,63.0,87.0,1700.0,102.0,17.3,998.5,-3.5,0.0,SE,0.4,Nongzhanguan
2013-03-07 18:00:00,2013,3,7,18,195.0,208.0,66.0,118.0,1899.0,102.0,12.5,998.9,-2.2,0.0,N,0.7,Nongzhanguan
2013-03-07 19:00:00,2013,3,7,19,188.0,198.0,64.0,144.0,2000.0,34.0,11.2,999.4,-1.6,0.0,N,1.0,Nongzhanguan
2013-03-07 20:00:00,2013,3,7,20,178.0,196.0,69.0,190.0,2799.0,102.0,10.2,999.6,0.2,0.0,NW,0.5,Nongzhanguan
2013-03-07 21:00:00,2013,3,7,21,203.0,257.0,113.0,245.0,4599.0,102.0,8.6,999.5,0.1,0.0,N,0.6,Nongzhanguan
2013-03-07 22:00:00,2013,3,7,22,403.0,502.0,122.0,256.0,5400.0,102.0,8.1,1000.1,-0.9,0.0,E,0.8,Nongzhanguan
2013-03-07 23:00:00,2013,3,7,23,490.0,535.0,118.0,237.0,5400.0,102.0,7.0,1000.0,-1.4,0.0,SE,0.4,Nongzhanguan
2013-03-08 00:00:00,2013,3,8,0,493.0,500.0,116.0,223.0,5700.0,102.0,5.4,1000.0,-1.5,0.0,ENE,0.9,Nongzhanguan
2013-03-08 01:00:00,2013,3,8,1,396.0,446.0,105.0,210.0,5099.0,102.0,5.3,1000.2,-1.8,0.0,WNW,0.9,Nongzhanguan
2013-03-08 02:00:00,2013,3,8,2,346.0,391.0,107.0,203.0,4700.0,102.0,4.1,999.9,-2.3,0.0,WNW,0.0,Nongzhanguan
